	###	Comment	Type	Target	Implicit	Metaphor/metonymy	Sarcasm/humor	Rhetorical question	Circumlocution	binary-hate-speech
936	https://www.facebook.com/164305410295882_2774720832587647_2776786949047702	Sun, sea aNd Daily Mail propaganda	Other offensive	Journalist or medium	0.0					Hate speech
937	https://www.facebook.com/164305410295882_2774720832587647_2777572585635805	Send the lot back home.	Background offensive	Migrants	0.0					Hate speech
938	https://www.facebook.com/164305410295882_2774720832587647_2775398882519842	No borders or rules?? Seriously europe?	Other offensive	Other	1.0	0.0	0.0	1.0		Hate speech
939	https://www.facebook.com/164305410295882_2774720832587647_2780725478653849	I would say KOS	Acceptable speech	No target						Acceptable speech
940	https://www.facebook.com/164305410295882_2774720832587647_2774863685906695	Sink the boats	Background violence	Migrants	0.0					Hate speech
941	https://www.facebook.com/164305410295882_2774720832587647_2775720729154324	INVADERS	Background offensive	Migrants	0.0					Hate speech
942	https://www.facebook.com/164305410295882_2774720832587647_2776182005774863	I enjoy reading the comment	Acceptable speech	No target						Acceptable speech
943	https://www.facebook.com/164305410295882_2774720832587647_2776540425739021	I enjoy reading smuck comments written by someone who barely masters the english language and probably his own	Other offensive	Commenter	0.0					Hate speech
944	https://www.facebook.com/164305410295882_2774720832587647_2777691402290590	If me I would salvaged boat. 😁 👍	Acceptable speech	No target						Acceptable speech
945	https://www.facebook.com/164305410295882_2774720832587647_2776226342437096	How many have a skill Europe need...?	Acceptable speech	No target						Acceptable speech
946	https://www.facebook.com/164305410295882_2774720832587647_2775973799129017	u mean african tourists	Background offensive	Migrants	1.0	1.0	0.0	0.0		Hate speech
947	https://www.facebook.com/164305410295882_2774720832587647_2778956732164057	send them back	Background offensive	Migrants	0.0					Hate speech
948	https://www.facebook.com/164305410295882_2774720832587647_2775358032523927	All males.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
949	https://www.facebook.com/164305410295882_2774720832587647_2775870705805993	Send them to Saudi	Background offensive	Migrants	0.0					Hate speech
950	https://www.facebook.com/164305410295882_2774720832587647_2774783902581340	Wa'el Zaki	Acceptable speech	No target						Acceptable speech
951	https://www.facebook.com/164305410295882_2774720832587647_2775479645845099	Neha Brahmbhatt lol	Acceptable speech	No target						Acceptable speech
952	https://www.facebook.com/164305410295882_2774720832587647_2780077455385318	Samuel Allen	Acceptable speech	No target						Acceptable speech
953	https://www.facebook.com/164305410295882_2774720832587647_2774737692585961	Hooch Hooch	Acceptable speech	No target						Acceptable speech
954	https://www.facebook.com/164305410295882_2774720832587647_2776681629058234	Poor Italy...	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
955	https://www.facebook.com/164305410295882_1116529198406827_1116531261739954	The man , who lied ton the press & the world , about being in the boat with them , along with there were fleeing from a safe country there had been in , for the last 3 years . Does he honestly belive people have forgotton the true story , He is doing more harm than good , to people that genuiely need help , by fronting this christmas messaged	Background offensive	Migrants	0.0					Hate speech
956	https://www.facebook.com/164305410295882_1116529198406827_1116539765072437	You sound cruel though!	Acceptable speech|Other offensive	Commenter						discard
957	https://www.facebook.com/164305410295882_1116529198406827_1116542051738875	I respect your opion , But all im doing is stating the facts . people dont forget storys like is , as it was heartbreaking to see a dead child , But the truth was , he was not in the boat , Yes put a xmas message , out , that will help the genuie people fleeing from the war torn countrys But do it with some one , who as not lied to the world If that sounds cruel , im sorry	Background offensive	No target|Migrants	0.0					Hate speech
958	https://www.facebook.com/164305410295882_1116529198406827_1116570148402732	Robert Lee We still don't even know the truth, his stories were so varied. i.e. he's told lie after lie. He's completely untrustworthy. He was responsible but he can't take responsibility so continues to blame the west.	Background offensive	Migrants	0.0					Hate speech
959	https://www.facebook.com/164305410295882_1116529198406827_1116594348400312	Qassem Soleimani Cruel? It seems the guy is a thieving lieing scum bag responsible for his own child's death.	Background offensive	Migrants	0.0					Hate speech
960	https://www.facebook.com/164305410295882_1116529198406827_1116809955045418	HE WAS THE TRAFFICER - he and his family were living in turkey already for 3 years.	Background offensive	Migrants	0.0					Hate speech
961	https://www.facebook.com/164305410295882_1116529198406827_1116817675044646	well bl00dy said robert (y)	Acceptable speech	No target						Acceptable speech
962	https://www.facebook.com/164305410295882_1116529198406827_1116817778377969	well said andy (y)	Acceptable speech	No target						Acceptable speech
963	https://www.facebook.com/164305410295882_1116529198406827_1116840241709056	Qassem Soleimani how is he cruel. for telling the truth?	Acceptable speech	No target						Acceptable speech
964	https://www.facebook.com/164305410295882_1116529198406827_1116843321708748	forgotten? most people never learned it,	Acceptable speech	No target						Acceptable speech
965	https://www.facebook.com/164305410295882_1116529198406827_1116903321702748	Robert Lee like most of these people,he put his family in danger putting them on a boat when he should have bought a ticket to fly his family to England.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
966	https://www.facebook.com/164305410295882_1116529198406827_1116918421701238	There a reason , he did not put them on a plane , There would not have gained entry . As he was fleeing from a safe country , That why there try & gain enter illegal , Knowing legally there won't get in ,	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
967	https://www.facebook.com/164305410295882_1116529198406827_1117304628329284	Well said Robert Lee!	Acceptable speech	No target						Acceptable speech
968	https://www.facebook.com/164305410295882_1116529198406827_1117546621638418	He was the ONLY ONE using a lifejacket - even though his wife didn't knew how to swimm! Even though he had his children on the boat... I don't believe him not even a little bit!	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
969	https://www.facebook.com/164305410295882_1116529198406827_1117558424970571	He was NOT in the boat	Acceptable speech	No target						Acceptable speech
970	https://www.facebook.com/164305410295882_1116529198406827_1117598218299925	Robert Lee , then he is not a refugee , if he is in a safe haven	Acceptable speech	No target						Acceptable speech
971	https://www.facebook.com/164305410295882_1116529198406827_1116543308405416	Hold on.....this is the guy that left Turkey after being there for 4 yrs.....then put a life jacket on himself but couldn't have cared less about his wife and children and left them to the elements to DIE because he wanted to go to Greece and get his teeth done! I have a Christmas message for him......get lost and go home and fight for your country stop the sob stories we are done with the tricks you all seem to play.......	Background offensive	Migrants	0.0					Hate speech
972	https://www.facebook.com/164305410295882_1116529198406827_1116574968402250	What to fight for?is it worth?	Acceptable speech	No target						Acceptable speech
973	https://www.facebook.com/164305410295882_1116529198406827_1116602045066209	PEACE obviously, Antonia.	Acceptable speech	No target						Acceptable speech
974	https://www.facebook.com/164305410295882_1116529198406827_1116607121732368	Well said	Acceptable speech	No target						Acceptable speech
975	https://www.facebook.com/164305410295882_1116529198406827_1116636105062803	Well said!	Acceptable speech	No target						Acceptable speech
976	https://www.facebook.com/164305410295882_1116529198406827_1116537345072679	"Does he mean ""The Whole Western Christian World opened their doors"" did not see the Muslim countries open their doors. How strange?????"	Background offensive	Migrants	1.0	0.0	1.0	1.0		Hate speech
977	https://www.facebook.com/164305410295882_1116529198406827_1116543755072038	In all fairness, some did. A sizeable chunck of Lebanon's population are now refugees	Acceptable speech	No target						Acceptable speech
978	https://www.facebook.com/164305410295882_1116529198406827_1116544311738649	Lebanon is not a Muslim country	Acceptable speech	No target						Acceptable speech
979	https://www.facebook.com/164305410295882_1116529198406827_1116596088400138	Ikr	Acceptable speech	No target						Acceptable speech
980	https://www.facebook.com/164305410295882_1116529198406827_1116616815064732	Read about Albert pike	Acceptable speech	No target						Acceptable speech
981	https://www.facebook.com/164305410295882_1116529198406827_1116680895058324	Not strange, just hypocrisy.	Acceptable speech|Background offensive	No target						discard
982	https://www.facebook.com/164305410295882_1116529198406827_1116537008406046	You should be fighting for your country with all the other Syrian cowards who have dumped themselves on the European welfare system	Background offensive	Migrants	0.0					Hate speech
983	https://www.facebook.com/164305410295882_1116529198406827_1116543785072035	How do you fight against bombs dropping on your head?	Acceptable speech	No target						Acceptable speech
984	https://www.facebook.com/164305410295882_1116529198406827_1116544635071950	Same as my grandad did after ww2	Acceptable speech	No target						Acceptable speech
985	https://www.facebook.com/164305410295882_1116529198406827_1116544851738595	"Amandeep Lallie He is talking about interior threats""ISIS""."	Acceptable speech	No target						Acceptable speech
986	https://www.facebook.com/164305410295882_1116529198406827_1116894441703636	Agree. And the aholes Republicans want to send our boys to die so these effing cowards can come here and live off our welfare system...Hell No!	Background offensive	Migrants	0.0					Hate speech
987	https://www.facebook.com/164305410295882_1116529198406827_1116543145072099	Maybe we should open doors to all, but shouldnt the people that live in this country come first like our children, homeless, poor, disabled, elderly and vetrans. These are the people that money is being taken away from to let you refugees live in the lap of luxury. So unless you can bring your own wealth with you please be thoughtful of the people that already live in this country that are badly off and will become worse off	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
988	https://www.facebook.com/164305410295882_1116529198406827_1116594898400257	👏 couldn't of said it better myself! 👌	Acceptable speech	No target						Acceptable speech
989	https://www.facebook.com/164305410295882_1116529198406827_1116590771734003	Says the man who was allegedly a thieving illegal people trafficker himself, who has to accept full responsibility for the decisions that led to his own child's death, who was running away from long term safe sanctuary in Turkey for his own greedy personal gain at our expense in Europe. Channel 4 really should be censured by the UK Broadcasting authorities for even contemplating this piece of blatant Islamic far left wing propaganda.	Background offensive	Migrants	0.0					Hate speech
990	https://www.facebook.com/164305410295882_1116529198406827_1116551151737965	There are plenty of neighbouring wealthy countries to Syria. Why are they not taking in refugees?? I am all for helping people in need but the UK is struggling enough financially as it is without bringing hundreds of thousands more people in who will need homes (we are already short), school places (we are already short), hospital treatment (already understaffed and run into the ground) and benefits (massively overstretched already).	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
991	https://www.facebook.com/164305410295882_1116529198406827_1117517988307948	We've got to have 13 000 here in Australia, And they hate out guts! So if the statics are right and 99% of them are good people...only 130 want to kill us	Background offensive	Migrants	0.0					Hate speech
992	https://www.facebook.com/164305410295882_1116529198406827_1116595198400227	I thought he'd gone to Canada ?. He was also believed to have taken the risk to try and repair his teeth free. Did he not have a job/lived in a flat in Turkey? He put his family at risk for personal reasons which killed them, why does he think I would be interested in his heart rendering Christmast message!.	Background offensive	Migrants	1.0	0.0	0.0	1.0		Hate speech
993	https://www.facebook.com/164305410295882_1116529198406827_1116719148387832	"The Syrian refugees and any others in that region who hop on the bandwagon are supposedly looking for REFUGE, not trying to exploit a situation to improve their wealth and standard of living at the expense of others! Why travel 1000 miles to ""safety"" when refuge is only across a nearby border? It stinks!!"	Background offensive	Migrants	1.0	1.0	0.0	1.0		Hate speech
994	https://www.facebook.com/164305410295882_1116529198406827_1117058505020563	It worked on the British people before...will work again. Of course it was sad to see that boy on the beach, i wanted to cry. BUT to then base your whole immigration policy on that was crazy. Thats what you Brits did and will do again whenever a earth shattering photo comes up.	Other offensive	Other	0.0					Hate speech
995	https://www.facebook.com/164305410295882_1116529198406827_1117088595017554	Rubbish...Get the Drama out of reporting! You are being conned every single minute and finger typing second of the day......Tell the truth and stop selling your own twisted notion of conscience..there is no moral base to the assertions and without that its just another big Fib !	Other offensive	Journalist or medium	0.0					Hate speech
996	https://www.facebook.com/164305410295882_1116529198406827_1116625825063831	Well, sorry for his loss but I don't think the whole world should open its door to Syrians. It will cause countless problems because today's foolish kindness.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
997	https://www.facebook.com/164305410295882_1116529198406827_1116568265069587	Well, some that are already in the western world is complaining that the weather is bad and that they are not being given houses and cars. Stay in Turkey and there abouts, and stop all that photo porn, we've seen it, end of.	Background offensive	Migrants	0.0					Hate speech
998	https://www.facebook.com/164305410295882_1116529198406827_1116814865044927	Why don't the Syrians go to Russia, To wit: at 17,075,400 square kilometres (6,592,800 sq mi), Russia is the largest country in the world, covering more than one-eighth of the Earth's inhabited land area.....this is a rhetorical question....the refugess want to go where the largest amount of free goodies are.	Background offensive	Migrants	1.0	0.0	0.0	1.0		Hate speech
999	https://www.facebook.com/164305410295882_1116529198406827_1116545068405240	Tell rich arabian countries to open its doors. Christian countries must shut down the doors..	Background offensive	Migrants	1.0	1.0	0.0	0.0		Hate speech
1000	https://www.facebook.com/164305410295882_1116529198406827_1117387328321014	Id like all christian countries and the ones who value their identities and traditions to slam the door firmly shut in there faces..... Surely they should just get on there knees face mecca and start wailing away.....	Background offensive	Migrants	1.0	1.0	0.0	0.0		Hate speech
1001	https://www.facebook.com/164305410295882_1116529198406827_1116621118397635	I'd like to see people fighting back like the majority of the west did. There is a rite of passage to democracy and freedom. If your not prepared to stand for it you don't understand it.not saying don't look after people. But some of these issues should be dealt with in house.	Background offensive	Migrants	1.0	1.0	0.0	0.0		Hate speech
1002	https://www.facebook.com/164305410295882_1116529198406827_1116648471728233	Hey friend you want from wolves to be shepherd ,you are expecting expensive things from cheap people or it is better to call them evil robots.	Background offensive	Migrants	1.0	1.0	0.0	0.0		Hate speech
1003	https://www.facebook.com/164305410295882_1116529198406827_1116978351695245	He had lived in safety in Turkey for 3 years so why did he risk his family lives. Fellow passengers on the dingy claimed that he was a people smuggler and disposed of his documents on arrival and claimed he had come from Syria.	Background offensive	Migrants	1.0	0.0	0.0	1.0		Hate speech
1004	https://www.facebook.com/164305410295882_1116529198406827_1116540801739000	It would be a good idea for the neighbouring Muslim states to open their doors to Syrians, why have rich nations such as Qatar, Bahrain, Saudi Arabia etc not taken any in?	Other offensive	Related to migrants|No target|Other	1.0	0.0	0.0	0.0		Hate speech
1005	https://www.facebook.com/164305410295882_1116529198406827_1116574428402304	Because their agenda is to spread Islam all over the world.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1006	https://www.facebook.com/164305410295882_1116529198406827_1117198918339855	I am just wondering where all this hateful came from? The only fault of Syrians is being killed by all the evil coming from all the countries sending either their worse extremists or their killing military machines. I challenge any body from any country to tell me an incident where a Syrian done a damage to it . Whats wrong with u people . Just be human a bit and put urself in those disparate people shoe . Open ur heart a little and have some mercy.	Acceptable speech	No target						Acceptable speech
1007	https://www.facebook.com/164305410295882_1116529198406827_1117305301662550	Good job my parents generation didn't flee the UK in WW2	Acceptable speech	No target						Acceptable speech
1008	https://www.facebook.com/164305410295882_1116529198406827_1117543648305382	Nuh	Acceptable speech	No target						Acceptable speech
1009	https://www.facebook.com/164305410295882_1116529198406827_1116538038405943	He was living safely in Turkey for 4 years before he decided to get more money from the West, at the cost of his kids life. Scum	Background offensive	Migrants	0.0					Hate speech
1010	https://www.facebook.com/164305410295882_1116529198406827_1117202875006126	Opening the doors to Syrians is like letting a load off rats in ur house . Once their there they all have loads of kids and claim benefits. There's no War in France so why don't they stay there, or stay in their own country and fight for what they believe in ! Just want a free Ride even tho they hate the western countries supposedly, bullshitting Cunts	Background offensive	Migrants	0.0					Hate speech
1011	https://www.facebook.com/164305410295882_1116529198406827_1116794068380340	What's the fuss with Syrian boy died ? More children dieds in Africa, 100s of children died in Vietnam, Cambodia, Japan and the list goes on. One Syrian boy and whole world must open their gate ?	Background offensive	Migrants	1.0	0.0	0.0	1.0		Hate speech
1012	https://www.facebook.com/164305410295882_1116529198406827_1117305954995818	The kid wasn't even wet ffs. Propaganda photo.	Other offensive	Journalist or medium	0.0					Hate speech
1013	https://www.facebook.com/164305410295882_1116529198406827_1116537895072624	Open your hearts, for lives as there is a bright so new tomorrow, live for now be beautiful and without morrow . Door Syrians are worthy but they have surely seen the sorrow . How can the UK and britishs be so cruel? For was not you the heartbreak and horror. Show a brighter day and this terrible sorrow. As we all seek refuge in times without the mother and the father and the sister and of course the brother. not your misery and sorrow to follow..	Acceptable speech	No target						Acceptable speech
1014	https://www.facebook.com/164305410295882_1116529198406827_1116538555072558	Ok, why don't you bring them in your house?	Background offensive	Migrants	1.0	0.0	0.0	1.0		Hate speech
1015	https://www.facebook.com/164305410295882_1116529198406827_1116538705072543	Don't say no. If you say no, you are a hypocrite.	Acceptable speech|Other offensive	Commenter						discard
1016	https://www.facebook.com/164305410295882_1116529198406827_1116538895072524	There's been many of homeless people in my house :)	Acceptable speech	No target						Acceptable speech
1017	https://www.facebook.com/164305410295882_1116529198406827_1116540065072407	Ok. At least you are not a hypocrite. People want to bring others in, yet they can't being them in their house. I don't think we should allow people in unvetted. The FBI says they can't properly vet them. Safety is number 1. There are numerous homeless people and they don't get the same attention.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1018	https://www.facebook.com/164305410295882_1116529198406827_1116550218404725	I've met many a beautiful soul, the best actually, that just seem to suffer worse than you could ever imagine	Acceptable speech	No target						Acceptable speech
1019	https://www.facebook.com/164305410295882_1116529198406827_1116571058402641	If the politicians stopped funding wars, this would not be happening.	Other offensive	Other	1.0	0.0	0.0	0.0		Hate speech
1020	https://www.facebook.com/164305410295882_1116529198406827_1116571681735912	Well sorry to put harshly that's life. All one can do is try to be a better person	Acceptable speech	No target						Acceptable speech
1021	https://www.facebook.com/164305410295882_1116529198406827_1116572095069204	Micky Galway Furey I have too. Some of their stories were heartbreakingly true, some turned out to be lies and mere attempts to play on goodness, to take advantage. I learnt from that. Unfortunately, I now have to be cautious and sceptical of people's 'stories for my own self preservation.	Acceptable speech	No target						Acceptable speech
1022	https://www.facebook.com/164305410295882_1116529198406827_1116572811735799	Honestly you will see the true and the beauty from the actions and behaviour. That's the first instinct, in regards to understanding and finding out about the person that you are more or less Dealing with. I promisee if you look closely you will see	Acceptable speech	No target						Acceptable speech
1023	https://www.facebook.com/164305410295882_1116529198406827_1116573131735767	Well Yeshua (Jesus) is the way. I am nor worried about the world because Yeshua will come back and Yah will destroy all evil.	Acceptable speech	No target						Acceptable speech
1024	https://www.facebook.com/164305410295882_1116529198406827_1116573415069072	The trouble is Micky, is that half of those who are coming are not refugees. There are others from middle eastern countries who are abusing the refugee crisis, to get here also!! ...Also, there is a threat that ISIS have planted their own fighters among refugees to harm us and quite frankly, it is rather stupid of countries to let them in, so long as ISIS remains a world presence.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1025	https://www.facebook.com/164305410295882_1116529198406827_1116583198401427	Yes totally understandable Donna, was not the same said about the Irish? Also the blacks, wow that was bad look at them now.. upon how they was viewed, it's just a recycling scenario of what's already been seen. If you try to understand mentally you will understand that those children females and of course young innocent men deserve and shouldn't be put through , neither me yourself or anyone else has to go through because of petty, frantic inexcusable opinions	Acceptable speech	No target						Acceptable speech
1026	https://www.facebook.com/164305410295882_1116529198406827_1116644001728680	Nah, I'm good on that.	Acceptable speech	No target						Acceptable speech
1027	https://www.facebook.com/164305410295882_1116529198406827_1116646368395110	Are you speaking to me?	Acceptable speech	No target						Acceptable speech
1028	https://www.facebook.com/164305410295882_1116529198406827_1116684608391286	ISIS is a legitimate threat. They have attacked France 6 times. This is a serious matter. Don't be naïve about this and call people racist for being against open boarders. We need to be safe.	Background offensive	Migrants	0.0					Hate speech
1029	https://www.facebook.com/164305410295882_1116529198406827_1116685625057851	I never mentioned race. You seem to have very broad view of it though	Acceptable speech	No target						Acceptable speech
1030	https://www.facebook.com/164305410295882_1116529198406827_1116707018389045	I am speaking in general. National security is important. Liberals who are actually authoritarian want chaos. They defend an evil religion of Islam. I can't stand people who boast about being morally high. No one is better than someone else. We all have sinned. So we are all on the same playing field. Righteousness only comes form Yeshua (Jesus). No one is self righteous.	Background offensive	Migrants	0.0					Hate speech
1031	https://www.facebook.com/164305410295882_1116529198406827_1116709451722135	Look i read so half and then you got me... Your obsessed with the difficulty of what's happening and as seeing then judge and point so to speak. Why is your heart like that? Why are you so so ugly? Please circle yourself round them and then judge.	Other offensive	Commenter	0.0					Hate speech
1032	https://www.facebook.com/164305410295882_1116529198406827_1116892988370448	This country is full we just can't take any more refugees our NHS is at breaking point and there isn't enough housing	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1033	https://www.facebook.com/164305410295882_1116529198406827_1116893478370399	Emigration is been going on for hundreds and hundreds of years	Acceptable speech	No target						Acceptable speech
1034	https://www.facebook.com/164305410295882_1116529198406827_1116998161693264	Is this guy on something......?	Other offensive	Commenter	1.0	0.0	1.0	1.0		Hate speech
1035	https://www.facebook.com/164305410295882_1116529198406827_1117000538359693	Go and dye your hair…	Acceptable speech	No target						Acceptable speech
1036	https://www.facebook.com/164305410295882_1116529198406827_1117007231692357	Micky Galway Furey... cool story mate. Stay off the weed!	Other offensive	Commenter	1.0	1.0	0.0	0.0		Hate speech
1037	https://www.facebook.com/164305410295882_1116529198406827_1117009368358810	100% against drugs..	Acceptable speech	No target						Acceptable speech
1038	https://www.facebook.com/164305410295882_1116529198406827_1117055171687563	They have so many kids average 6-10 we are outnumbered	Acceptable speech	No target						Acceptable speech
1039	https://www.facebook.com/164305410295882_1116529198406827_1117305764995837	Micky Galway Furey. The man lied simple as	Background offensive	Migrants	0.0					Hate speech
1040	https://www.facebook.com/164305410295882_1116529198406827_1116845291708551	The man who lied to everyone, wore a life jacket and let his wife and kids go without, lived and worked in turkey for 4 years before deciding he could get some lovely new teeth free of charge from good old Europe! He needs to disappear and stop playing the victim, he killed his family	Background offensive	Migrants	0.0					Hate speech
1041	https://www.facebook.com/164305410295882_1116529198406827_1116569815069432	Don't use Christmas as a Propoganda tool either!! Anyone putting their childrens lives at risk to enter a country, when they were for four years safe in another country is scum in my eyes!!!!......There is a very real threat that ISIS fighters are among these people, which could well result in MORE innocent children dying. Yet nobody seems to be thinking across those lines, particularly not our governments!! What happened to that young child is terrible, a tragedy.....but do we want more dead children in the UK at the hands of terrorists ?? ......NO!!!!!!......We could avoid more innocent deaths on either side, if Saudi Arabia opened its doors to these people.	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1042	https://www.facebook.com/164305410295882_1116529198406827_1116531041739976	RIP Aylan and Galip Kurdi and the 3500 other refugees including children currently at the bottom of the Med. To all those who constantly wrote nonsense on here daily for months like 'shoot them all' or 'sink the boats', I hope you're proud of yourselves. I will never understand all the venom on this page. While we enjoy our Christmas with our families, many Syrian children will freeze and starve in tents in makeshift refugee camps. A little compassion and kindness to the suffering of others goes a long way. #AllLivesMatter	Acceptable speech	No target						Acceptable speech
1043	https://www.facebook.com/164305410295882_1116529198406827_1116533578406389	freeze ??	Acceptable speech	No target						Acceptable speech
1044	https://www.facebook.com/164305410295882_1116529198406827_1116534045073009	Ya, you're a moron. Amantakesitdeep	Other offensive	Commenter	0.0					Hate speech
1045	https://www.facebook.com/164305410295882_1116529198406827_1116534388406308	They need to go home man the hell up and fight for their own country instead of forcing themselves on ppl who clearly don't want them.	Background offensive	Migrants	0.0					Hate speech
1046	https://www.facebook.com/164305410295882_1116529198406827_1116534628406284	So how many Syrians have you personally and your family taken in Amandeep? Or are you all talk?	Background offensive	Related to migrants|No target|Commenter	1.0	0.0	0.0	1.0		Hate speech
1047	https://www.facebook.com/164305410295882_1116529198406827_1116535581739522	Your referring to the real refugees, the ones Saudi, Turkey and USA made, still in the camps, not the ones paying people smugglers to take them to Europe, carrying false passports. Big difference!	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1048	https://www.facebook.com/164305410295882_1116529198406827_1116536985072715	Yeah, it will go a long way toward destroying out way of life. Liberal progressives don't understand that hatred has consequrces, as does compassion. That's why humans have brains. To sort through all the bs.	Acceptable speech	No target						Acceptable speech
1049	https://www.facebook.com/164305410295882_1116529198406827_1116537081739372	Philip Murphy. You'll find it's the governments that are responsible and not a whole country of people!!!!!	Other offensive	Other	1.0	0.0	0.0	0.0		Hate speech
1050	https://www.facebook.com/164305410295882_1116529198406827_1116537238406023	There is plenty of space in Muslim countries, they don't need to go to places which are totally opposite to their beliefs. We have neither the space nor the means to take them	Background offensive	Migrants	1.0	0.0	0.0	0.0		Hate speech
1051	https://www.facebook.com/164305410295882_1116529198406827_1116537775072636	Elcan - not literally freeze as it obviously depends on where in the world they are but they will suffer. You try braving poverty, hunger and weather conditions while living in a tent. Their houses have been bombed and they're living in makeshift camps with nothing and still all I'm seeing is venom and hatred on this stupid page.	Acceptable speech	No target						Acceptable speech
1052	https://www.facebook.com/164305410295882_1116529198406827_1116539601739120	Karen Elizabeth Evangelista its been proven that Saudi, Turkey and USA were financing mercs to fight against the legal government in Syria(Assad). Saudi wants the entire region islamic, USA wants the oil and gas. Saudi spent 4yrs destabilizing that region, and now, we are seeing the results of their work, while they build a 1000k wall around Saudi to keep everyone else out..so much for the leaders of the UNHCR-no rights unless you are shia-and the new leaders of the global terrorism gang	Other offensive	Other	0.0					Hate speech
1053	https://www.facebook.com/164305410295882_1116529198406827_1116540238405723	Sucks to be them eh	Acceptable speech	No target						Acceptable speech
1054	https://www.facebook.com/164305410295882_1116529198406827_1116540421739038	Pat Long. Perfectly said.	Acceptable speech	No target						Acceptable speech
1055	https://www.facebook.com/164305410295882_1116529198406827_1116541241738956	Philip Murphy. So you've asked every single person in the USA, Saudi, and Turkey Yeah? And checked the bank balances? You're saying you did this but I kind of don't believe you.	Other offensive	Commenter	1.0	0.0	1.0	1.0		Hate speech
1056	https://www.facebook.com/164305410295882_1116529198406827_1116541251738955	All I ever see on the Daily Fail are humans but no humanity. All I said was RIP to the 3500 dead refugees including children floating in the Mediterranean and that showing compassion to those less fortunate because their lives have been destroyed and their houses bombed would make you a decent human being. I'm sick of all the constant hatred and divide. Human beings are dying over needless wars. I knew I'd get trolled for writing a human comment. Some things never change on this page.	Other offensive	No target|Journalist or medium	0.0					Hate speech
1057	https://www.facebook.com/164305410295882_1116529198406827_1116543585072055	shut up blud .😂 amandeep .. ffsk man wtf is ur problem ?? go to syrian and build a house for them if u care so much !! why r u hyping for no reason	Other offensive	Commenter	0.0					Hate speech
1058	https://www.facebook.com/164305410295882_1116529198406827_1116544371738643	tbh i have seen all that in india and people still just move on in life .... they r poor got no house no food & they to have to face bad weather .. when its hot at summer and wen its cold in winter so please !	Acceptable speech	No target						Acceptable speech
1059	https://www.facebook.com/164305410295882_1116529198406827_1116570565069357	Amandeep Lallie. As you are so sick of gatecrashing into comments on the British newspaper, you obviously know the answer and that is to piss off.	Other offensive	Commenter	0.0					Hate speech
1060	https://www.facebook.com/164305410295882_1116529198406827_1116572958402451	Karen - I never understand a word you say. You comment on absolutely everything but never make any sense whatsoever. You're the biggest troll around here even if it is unintentional. You're just a vile woman. I've also repeatedly told you I'm not from India, I'm British yet you still harp on about me involving myself in British affairs. I can comment on a British newspaper as I'm British you dumb woman.	Other offensive	Commenter	0.0					Hate speech
1061	https://www.facebook.com/164305410295882_1116529198406827_1116588155067598	Yes I understand what you are saying as you Karen are racist. Every post I write on you call me 'Indian' and use it as an insult. You can't even tell the difference between nationality and ethnicity. I was born in England. My parents were born in England. I've never been to India yet your racist mind can't get past the colour of my skin. I'm British whether you like it or not you racist bat. You judge people based on skin colour and ethnicity even though it's completely irrelevant to what they're saying, which is to be a decent human being. My points are clearly lost on you as you're not a decent human being.	Other offensive	Commenter	0.0					Hate speech
1062	https://www.facebook.com/164305410295882_1116529198406827_1116594235066990	AND for the FINAL TIME - how many Syrian people have you personally taken in, or your family taken in? Because the fact is, you're just all talk on you, a worthless piece of cow dung that has nothing to do in life except be a tragic waste of air and waste to space trying to cause trouble any way he can. F*cking useless.	Other offensive	Commenter	0.0					Hate speech
1063	https://www.facebook.com/164305410295882_1116529198406827_1116594388400308	Dave - oversight. edited. Also I'm female so don't call me old chap. Andrew - another one like Karen that views people in terms of skin colour.	Acceptable speech	No target						Acceptable speech
1064	https://www.facebook.com/164305410295882_1116529198406827_1116596171733463	lol this is so joke 😂😂😂	Acceptable speech	No target						Acceptable speech
1065	https://www.facebook.com/164305410295882_1116529198406827_1116600555066358	Well you find it funny Elcan but you do realise that in the racist mind of Karen - you're 'Indian' so according to her logic 'not British' and not welcome right? Word of advice - don't associate yourself with racists and small-minded bigots unless you are one yourself.	Other offensive	Commenter	0.0					Hate speech
